aoi_output,changed_pixels,pixel_area_m2,area_ha
india_wayanad_forest_2024-01-01_2024-01-31_pred.tif,3761516,8.069703496827366e-09,3.0354318818572085e-06
india_wayanad_forest_2024-01-01_2024-01-31_pred.tif,3761516,8.069703496827366e-09,3.0354318818572085e-06
india_wayanad_forest_pred_2024-01-01_2024-01-31.tif,3761516,8.069703496827366e-09,3.0354318818572085e-06
india_wayanad_forest_pred_2024-01-01_2024-01-31.tif,3761516,8.069703496827366e-09,3.0354318818572085e-06
